Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Internacional,Compare At Price / Internacional,Status
camera-de-seguranca-portatil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/67cf70d5f0cbef8b3b40b37ffd39387e9ad6d2bd1bdd1f3d1508b5df73734091_480x480_805cbab9-52b8-4524-bc29-7b813ab08a5b.jpg?v=1671818628,2,,,,,,,,,,,,,,,,,,,,,,,,
chapeu-de-alivio-aliviolife,Chapéu de alívio - AlivioLife,"<h3 style=""text-align: center;"" data-mce-fragment=""1""><b data-mce-fragment=""1"">SE LIBERTE DAS DORES DE CABEÇA CONSTANTES</b></h3>
<p style=""text-align: center;"" data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1"">O chapéu de alívio<span data-mce-fragment=""1""> </span></span><b data-mce-fragment=""1"">AlivioLife</b><b data-mce-fragment=""1"">®</b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><span data-mce-fragment=""1""> </span>usa a<span data-mce-fragment=""1""> </span></span><b data-mce-fragment=""1"">Compressão<span data-mce-fragment=""1""> </span></b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1"">e<span data-mce-fragment=""1""> </span></span><b data-mce-fragment=""1"">Terapia do Frio<span data-mce-fragment=""1""> </span></b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1"">que proporcionam alívio natural e rápido para todos os tipos de dores de cabeça.</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/gif_1_6d0824c0-0d7e-4bcc-a400-39d5c336d1d1_480x480.gif?v=1651944797"" alt="""" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/gif_1_6d0824c0-0d7e-4bcc-a400-39d5c336d1d1_480x480.gif?v=1651944797""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/foto_1_e5e07d98-e376-4bc5-8759-f6ba4261f4aa_480x480.png?v=1651944840"" alt="""" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/foto_1_e5e07d98-e376-4bc5-8759-f6ba4261f4aa_480x480.png?v=1651944840""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_9_480x480.png?v=1651944890"" alt="""" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_9_480x480.png?v=1651944890""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/AlivioLife_480x480.png?v=1651945633"" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/AlivioLife_480x480.png?v=1651945633""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_Comparacao_480x480.png?v=1651946093"" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_Comparacao_480x480.png?v=1651946093""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_quadrante_480x480.png?v=1651946136"" width=""543"" height=""455"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Foto_quadrante_480x480.png?v=1651946136""></span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""><img height=""472"" width=""461"" src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Gif_2_a3d8f587-f899-4403-8893-66a1c4b444a2_480x480.gif?v=1651961605"" alt="""" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0553/4105/6023/files/Gif_2_a3d8f587-f899-4403-8893-66a1c4b444a2_480x480.gif?v=1651961605""><br data-mce-fragment=""1""></span></p>",DSERS,,"","Mais Vendidos, Saúde e Beleza",true,Cor,Azul,,,,,"",0.0,shopify,350,deny,manual,157.90,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Se294b8979d80448bbfec5078fa679333J_500x_193d0e34-8fa7-454a-a309-9063462be142.jpg?v=1671818626,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Se294b8979d80448bbfec5078fa679333J_500x_193d0e34-8fa7-454a-a309-9063462be142.jpg?v=1671818626,kg,,,,,active
chapeu-de-alivio-aliviolife,,,,,,,,,Preto,,,,,"",0.0,shopify,350,deny,manual,157.90,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H5b62e0d5c99740ec8d1ac3d903ef75ea6_500x_eb1a3279-68ce-4bb7-947a-bca943e6c0a1.jpg?v=1671818626,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H5d3e66ec55db4d5e8528c40a77e2ad1cM_500x_332b1f25-7b2b-4a67-a742-e6ec31710407.jpg?v=1671818626,kg,,,,,
chapeu-de-alivio-aliviolife,,,,,,,,,Rosa,,,,,"",0.0,shopify,355,deny,manual,157.90,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H5d3e66ec55db4d5e8528c40a77e2ad1cM_500x_332b1f25-7b2b-4a67-a742-e6ec31710407.jpg?v=1671818626,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H5b62e0d5c99740ec8d1ac3d903ef75ea6_500x_eb1a3279-68ce-4bb7-947a-bca943e6c0a1.jpg?v=1671818626,kg,,,,,
chupeta-alimentadora-babyhappy,Chupeta Alimentadora - BabyHappy,"<div style=""text-align: center;"" data-mce-fragment=""1"">
<h1><span>Seu bebê muito mais saudável com esse produto!</span></h1>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1""></strong></span></div>
<div style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Auxilia seu bebê a descobrir o sabor das frutas, legumes e carnes de forma segura, onde o bico impede que pedaços sejam engolidos</strong>.</span></div>
<p data-mce-fragment=""1""> </p>
<p style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Chupeta Alimentadora BabyHappy, com bico de silicone mordedor, é ideal para realizar com segurança a <strong data-mce-fragment=""1""><em data-mce-fragment=""1"">introdução alimentar dos pequenos</em></strong>.<br data-mce-fragment=""1"">Esta chupeta possui sugador em silicone e design anatômico, é perfeito para estimular a alimentação.</span></p>
<p data-mce-fragment=""1""><img src=""https://cdn.awsli.com.br/800x800/1421/1421044/produto/56468320/95177ed875.jpg"" width=""500"" height=""500"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">É PRÁTICO! Basta colocar um pedaço de fruta ou legume no compartimento com o bico e em seguida fechar junto á base.</span></p>
<p data-mce-fragment=""1""><img alt=""Alimentador c/ Bico de Silicone com Furos p/ Frutas e Papinhas p/Bebê"" src=""https://cdn.shopify.com/s/files/1/0550/5518/8163/files/GIF-Fruitine_480x480_6bdc21b2-a1b6-44b9-ae5e-70864ceeb14d_480x480.gif?v=1621430606"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1"">- Ideal para o bebê descobrir novos sabores.<br data-mce-fragment=""1"">- Estimula a gengiva do bebê.<br data-mce-fragment=""1"">- Auxilia no nascimento dos primeiros dentes, aliviando o desconforto.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dimensões do Bico:</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- Comprimento <strong data-mce-fragment=""1"">P</strong>: 4,0 cm    - Comprimento <strong data-mce-fragment=""1"">M: </strong>4,0 cm        - Comprimento G: 4,5 cm</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- Largura <strong data-mce-fragment=""1"">P</strong>: 2,5 cm               - Largura M: 3,0 cm                  - Lagura G: 3,5 cm</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- Espessura <strong data-mce-fragment=""1"">P</strong>: 3,4 cm           - Espessura M: 3,4 cm              - Espessura G: 3,4 cm</span><span data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Observações: - Livre de bpa. - Uso A partir de + 3 Meses</span></p>
<h3><span>O tamanho P é indicado para o começo, 5-8 meses, o M é indicado para 9-12 meses e o G atende bem os bebês com 12-24 meses. </span></h3>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Recomendações:</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">- Esterilizar em água fervente antes de usar.<br data-mce-fragment=""1"">- Lave com esponja macia e sabão neutro.<br data-mce-fragment=""1"">- Enxágue com água e seque totalmente.<br data-mce-fragment=""1"">- Em caso de dano ou desgaste, descarte o produto imediatamente.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Cuidados:</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">- A higienização bucal de um bebê deve sempre ser feita por um Adulto.</span></p>",DSERS,,"","Kids, Mais Vendidos",true,Cor,Rosa,Tamanho,P,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/He38b295ce1fb4bcfa4865eb4b1be01638.jpg?v=1671818622,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/He38b295ce1fb4bcfa4865eb4b1be01638.jpg?v=1671818622,kg,,,,,active
chupeta-alimentadora-babyhappy,,,,,,,,,Rosa,,M,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H8afcdef208b44c74af603cb2c5162d39r_1024x_3c9931ef-9445-498b-b031-8202f508f79d.jpg?v=1671818622,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/He38b295ce1fb4bcfa4865eb4b1be01638.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Rosa,,G,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Hee656986552f4f1da829f44be36fcba1j_1024x_c0b47152-ff35-4929-8cc5-b4e55b1ee220.jpg?v=1671818622,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/He38b295ce1fb4bcfa4865eb4b1be01638.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Azul,,P,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H8afcdef208b44c74af603cb2c5162d39r_1024x_3c9931ef-9445-498b-b031-8202f508f79d.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Azul,,M,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H8afcdef208b44c74af603cb2c5162d39r_1024x_3c9931ef-9445-498b-b031-8202f508f79d.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Azul,,G,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H8afcdef208b44c74af603cb2c5162d39r_1024x_3c9931ef-9445-498b-b031-8202f508f79d.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Laranja,,P,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Hee656986552f4f1da829f44be36fcba1j_1024x_c0b47152-ff35-4929-8cc5-b4e55b1ee220.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Laranja,,M,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Hee656986552f4f1da829f44be36fcba1j_1024x_c0b47152-ff35-4929-8cc5-b4e55b1ee220.jpg?v=1671818622,kg,,,,,
chupeta-alimentadora-babyhappy,,,,,,,,,Laranja,,G,,,"",0.0,shopify,250,continue,manual,97.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/Hee656986552f4f1da829f44be36fcba1j_1024x_c0b47152-ff35-4929-8cc5-b4e55b1ee220.jpg?v=1671818622,kg,,,,,
cinta-massageadora-multifuncional,Cinta Massageadora Multifuncional,"<h2 style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">Diga adeus à gordura localizada em várias regiões de seu corpo com a Cinta Massageadora Multifuncional.</h2>
<p style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">Com seu tratamento inovador de EMS (Emissão de Microcorrentes Subcutâneas), ela reduz o acúmulo de gordura local, traz tonificação muscular, renovação celular e melhora a ação de seu estômago e intestino.</p>
<h3 style=""text-align: center;"" data-mce-fragment=""1"">
<img src=""https://santostilo.com/wp-content/uploads/2022/08/aa_1_480x480.jpg?v=1640726020"" alt=""queima gordura, emagrecimento, emagrecer, redutor de medidas, massageador, relaxamento, prisão de ventre, inchaço, retenção de líquidos, massagem"" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-src=""https://santostilo.com/wp-content/uploads/2022/08/aa_1_480x480.jpg?v=1640726020""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Benefícios para cada área do corpo:</strong>
</h3>
<p><strong><br></strong></p>
<p style=""text-align: center;"" data-mce-fragment=""1""><br data-mce-fragment=""1"">• Área do abdômen: remove a gordura localizada, tonifica os músculos abdominais, oferece firmeza à pele da área, melhora a ação de seu estômago e intestinos, melhorando seu metabolismo e reduz dores de cólicas abdominais;<br data-mce-fragment=""1""><br data-mce-fragment=""1"">• Área das costas: tonifica os músculos das costas, renova articulações e elimina dores lombares;<br data-mce-fragment=""1""><br data-mce-fragment=""1"">• Área do quadril: reduz a gordura localizada, tonifica os músculos das coxas e glúteos, oferece firmeza à área e reduz dores nas articulações dos quadris.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">A <span data-mce-fragment=""1"">Cinta Massageadora Multifuncional</span> pode ser usada a qualquer momento do seu dia, pelo período de tempo que desejar. Para um melhor resultado, é recomendado utilizá-la junto a prática de exercícios físicos e boa alimentação.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><img src=""https://santostilo.com/wp-content/uploads/2022/08/modo_de_uso_1_66657ef9-ea5b-4535-ba8b-e2600c1e201f_480x480.jpg?v=1640779075"" alt=""queima gordura, emagrecimento, emagrecer, redutor de medidas, massageador, relaxamento, prisão de ventre, inchaço, retenção de líquidos, massagem"" data-mce-fragment=""1"" data-mce-src=""https://santostilo.com/wp-content/uploads/2022/08/modo_de_uso_1_66657ef9-ea5b-4535-ba8b-e2600c1e201f_480x480.jpg?v=1640779075""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Modo de uso:<br data-mce-fragment=""1"">• Conecte a cinta massageadora a uma fonte de energia;<br data-mce-fragment=""1"">• Amarre nas pontas o elástico que servirá de sustentação para o massageador;<br data-mce-fragment=""1"">• Posicione sobre a área do corpo desejada e ligue pressionando seu botão de ligar;<br data-mce-fragment=""1"">• Ajuste a intensidade nos botões de “+” e “-“;<br data-mce-fragment=""1"">• Faça exercícios localizados para fortalecer a área onde a cinta está aplicada para potencializar a tonificação.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">-Para obter resultados visíveis, recomendamos o uso da cinta de 1 hora e meia a 2 horas diárias.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">O Pacote inclui:</p>
<p data-mce-fragment=""1"">1 Massageador;</p>
<p data-mce-fragment=""1"">1 Cabo USB;</p>
<p data-mce-fragment=""1"">1 Manual de instruções;</p>
<p data-mce-fragment=""1"">1 cinto elástico regulável;</p>",DSERS,,"","Mais Vendidos, Saúde e Beleza",true,Cor,Verde,,,,,"",0.0,shopify,250,continue,manual,277.00,349.99,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/1.jpg?v=1671818619,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/1.jpg?v=1671818619,kg,,,,,active
cinta-massageadora-multifuncional,,,,,,,,,Branco,,,,,"",0.0,shopify,250,continue,manual,277.00,349.99,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/maquina-eletrica-da-perda-de-peso-emagre_main-0_1024x1024_2x_efc96c7e-f879-4306-8598-7f5d4fd91ed1.jpg?v=1671818619,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/02_maquina-eletrica-da-perda-de-peso-emagre_variants-1_1024x1024_2x_bf1d4475-e147-4229-ba19-b17411e077cc.jpg?v=1671818619,kg,,,,,
cinta-massageadora-multifuncional,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/02_maquina-eletrica-da-perda-de-peso-emagre_variants-1_1024x1024_2x_bf1d4475-e147-4229-ba19-b17411e077cc.jpg?v=1671818619,3,,,,,,,,,,,,,,,,,,,,,,,,
difusor-lareira,Difusor - Lareira,"<h2 style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Essencial para você que deseja um ambiente cheiroso e acolhedor, aliviando a tensão de um dia agitado</span></h2>
<h2 style=""text-align: center;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Tecnologia que simula as labaredas de uma lareira</span></h2>
<div data-mce-fragment=""1""><img height=""600x600"" width=""600x600"" src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/3_20b16cd8-84e9-489d-86ca-40c6658d7ab6_600x600.png?v=1646872086"" alt=""Kaen Difusor Aromaterapia - Lareira 180ML"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/3_20b16cd8-84e9-489d-86ca-40c6658d7ab6_600x600.png?v=1646872086""></div>
<div data-mce-fragment=""1""><img height=""600x600"" width=""600x600"" src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/6_ac9eb2a6-cb4a-46b2-9e62-9356ba9fb0bc_600x600.png?v=1646872086"" alt=""Kaen Difusor Aromaterapia - Lareira 180ML"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/6_ac9eb2a6-cb4a-46b2-9e62-9356ba9fb0bc_600x600.png?v=1646872086""></div>
<div data-mce-fragment=""1""><img height=""600x600"" width=""600x600"" src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/4_63c9e095-214b-439d-b5af-06de03f006c4_600x600.png?v=1646872086"" alt=""Kaen Difusor Aromaterapia - Lareira 180ML"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/4_63c9e095-214b-439d-b5af-06de03f006c4_600x600.png?v=1646872086""></div>
<div data-mce-fragment=""1""><img height=""600x600"" width=""600x600"" src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/1_dd61d97f-b9c2-41fe-b33a-8907f257466f_600x600.png?v=1646872086"" alt=""Kaen Difusor Aromaterapia - Lareira 180ML"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/1_dd61d97f-b9c2-41fe-b33a-8907f257466f_600x600.png?v=1646872086""></div>
<div data-mce-fragment=""1""><img height=""600x600"" width=""600x600"" src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/5_45c59d31-ffcf-45f9-904a-e19534662e4b_600x600.png?v=1646872086"" alt=""Kaen Difusor Aromaterapia - Lareira 180ML"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0601/1804/0776/products/5_45c59d31-ffcf-45f9-904a-e19534662e4b_600x600.png?v=1646872086""></div>
<h1 data-mce-fragment=""1""><br data-mce-fragment=""1""></h1>
<h1 data-mce-fragment=""1"">Conteúdo do Envio</h1>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">1 Kaen Difusor Aromaterapia - Lareira 180ML</li>
</ul>",DSERS,,"","Casa, Mais Vendidos",true,Cor,Preto,,,,,"",0.0,shopify,250,continue,manual,197.90,249.90,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H8e86ae4c678d4c1f81919780f6bf42164_500x_31a01ce6-dc19-47d0-8b37-4e36f7d007cc.jpg?v=1671818615,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
difusor-lareira,,,,,,,,,Branco,,,,,"",0.0,shopify,250,continue,manual,197.90,249.90,true,true,"",https://cdn.shopify.com/s/files/1/0695/0607/2894/products/H97b1c74ce80447a6a840568750a1675fI_500x_ee56fb1a-cf86-426b-92e9-efc29f06897f.jpg?v=1671818615,2,,,,,,,,,,,,,,,,,,,kg,,,,,
difusor-lareira,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/0607/2894/products/2_500x_ebecb379-331e-4c30-9f92-4ec2e4de92a8.png?v=1671818615,3,,,,,,,,,,,,,,,,,,,,,,,,
